"REF_DATE","GEO","DGUID","Labour force characteristics","National Occupational Classification (NOC)","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","..","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","..","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","..","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","x","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","x","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","x","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","x","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","x","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","x","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","..","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102043233","4.6.46.3","","x","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","12.2","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","12.9","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","15.4","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","7.1","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","15.7","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","5.1","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","8.5","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","13.7","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","5.2","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","6.7","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102043234","4.6.47.1","","x","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","14.3","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","11.5","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","19.5","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","7.3","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","12.8","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","7.5","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","8.3","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","17.1","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","4.2","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","8.7","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102043235","4.6.47.2","","x","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","","x","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","15.6","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","","x","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","","x","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","22.4","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","","x","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","10.9","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","","x","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","","x","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","","x","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102043236","4.6.47.3","","x","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102043237","4.6.48.1","","x","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102043237","4.6.48.1","","x","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102043237","4.6.48.1","","x","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102043237","4.6.48.1","","x","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102043237","4.6.48.1","","x","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102043237","4.6.48.1","","x","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102043237","4.6.48.1","","x","","","1"
