"REF_DATE","GEO","DGUID","Labour force characteristics","National Occupational Classification (NOC)","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Transport and heavy equipment operation and related maintenance occupations [75]","Females","Percentage","242","units","0","v102043218","4.6.41.3","","x","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Transport and heavy equipment operation and related maintenance occupations [75]","Females","Percentage","242","units","0","v102043218","4.6.41.3","","x","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Transport and heavy equipment operation and related maintenance occupations [75]","Females","Percentage","242","units","0","v102043218","4.6.41.3","","x","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Transport and heavy equipment operation and related maintenance occupations [75]","Females","Percentage","242","units","0","v102043218","4.6.41.3","","x","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","13.5","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","25.9","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","28.3","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","17.9","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","18.2","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","19.6","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","24.6","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","14.3","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","","x","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","","x","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Both sexes","Percentage","242","units","0","v102043219","4.6.42.1","8.8","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","14.3","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","25.5","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","28.3","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","13.5","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","18.5","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","13.3","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","18.2","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","15.3","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","","x","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","","x","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Males","Percentage","242","units","0","v102043220","4.6.42.2","8.8","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","x","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","x","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","..","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","x","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","x","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","x","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","83.3","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","x","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","x","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","x","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Trades helpers, construction labourers and related occupations [76]","Females","Percentage","242","units","0","v102043221","4.6.42.3","","..","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","18.8","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","16.1","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","17.5","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","20.0","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","16.3","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","14.7","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","16.6","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","18.0","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","23.3","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","23.7","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Both sexes","Percentage","242","units","0","v102043222","4.6.43.1","26.9","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","17.6","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","16.9","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","18.6","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","22.4","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","15.9","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","13.1","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","18.2","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","17.5","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","21.3","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","17.9","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Males","Percentage","242","units","0","v102043223","4.6.43.2","25.3","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","27.8","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","","x","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","","x","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","","x","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","17.9","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","22.6","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","","x","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","","x","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","38.9","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","51.7","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Natural resources, agriculture and related production occupations [8]","Females","Percentage","242","units","0","v102043224","4.6.43.3","32.4","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","9.3","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","12.3","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","6.7","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","","x","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","","x","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","14.1","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","15.3","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","25.4","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","16.3","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","21.7","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102043225","4.6.44.1","27.1","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","8.7","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","13.2","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","7.6","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","","x","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","","x","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","12.9","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","16.9","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","31.4","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","17.9","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","17.8","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102043226","4.6.44.2","26.8","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102043227","4.6.44.3","","x","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","22.4","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","20.4","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","30.6","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","26.0","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","15.2","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","7.4","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","18.2","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","21.8","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","35.6","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","32.1","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102043228","4.6.45.1","29.2","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","19.4","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","22.9","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","33.3","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","30.8","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","10.0","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","","x","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","19.1","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","18.0","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","32.8","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","23.5","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102043229","4.6.45.2","27.8","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","","x","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","","x","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","","x","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","","x","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","26.3","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","","x","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","","x","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","","x","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","50.0","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","50.0","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102043230","4.6.45.3","32.1","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","36.7","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","20.0","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","","x","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","54.5","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","50.0","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","26.7","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","16.1","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","","x","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","","x","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","11.1","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102043231","4.6.46.1","","x","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","36.7","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","20.0","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","","x","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","66.7","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","59.3","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","24.4","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","18.8","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","","x","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","","x","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","11.1","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102043232","4.6.46.2","","x","","","1"
